all,lt5,lt10,lt20,gte20,sd,skewness,metric,mode
2.548245642679634,0.46974862290183733,0.5998121409231165,0.789642849609042,103.05723144100084,26.738772346444968,24.578496748790272,epe,2DRawFlow
0.7076444766015751,0.7121470648955736,0.7059306835346979,0.7038024009094003,0.9272296681538927,0.7956275389682677,1.3109494705935842,ae,2DRawFlow
