all,lt5,lt10,lt20,gte20,sd,skewness,metric,mode
1.568181,0.309022,0.387124,0.502485,62.475649,16.694881,25.697601,epe,2DRawFlow
0.496864,0.501493,0.496714,0.494935, 0.607081, 0.566067, 1.555714,ae,2DRawFlow
